"STATION","NAME","DATE","CDSD","EMNT","EMXT","HDSD","PRCP","TAVG","TMAX","TMIN"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-10",,"22","58","1888","13.33","36.7","43.2","30.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-11",,"18",,,"30.83",,,"28.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-12",,,,,"22.68",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-01","0","8","56",,,"32.2","38.0","26.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-02","0","-1","50",,"6.00","28.4","34.3","22.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-03","0","13","53",,"8.73","30.9","36.6","25.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-04",,,,,"10.98",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-05",,"20","54",,"12.93","35.2","41.7","28.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-06",,"29","77",,"8.72","44.9","51.2","38.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-07",,"35","82","279","0.31","57.0","65.7","48.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-08",,"38","85","425","0.02","61.9","70.8","53.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-09",,"33","83","709","0.19","55.0","63.9","46.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-10",,"23","73","1163","8.29","50.4","56.6","44.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-11",,"13","57","2094","11.88","31.7","39.7","23.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2022-12",,"-5","43","3340","17.83","24.8","30.3","19.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-01","0","7","41","4478","12.67","27.1","31.6","22.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-02","0","0","42","5573","10.29","24.4","30.0","18.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-03","0","10","44","6840","8.56","24.1","29.2","19.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-04",,,,,"14.63",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-05",,"28","70",,"1.94","47.2","55.3","39.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-06",,"28","70",,,"48.8","57.8","39.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-07",,"38","76","231","0.70","56.9","66.1","47.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-08",,"40","84","461","0.81","58.9","67.9","49.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-09",,"31","73","933","10.18","49.3","57.3","41.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-10",,"16","70","1612",,"43.1","49.7","36.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-11",,"16","58","2501","16.28","35.4","42.3","28.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2023-12",,"17","62","3316",,"36.1","43.4","28.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-02",,"10","55",,,"27.4","33.1","21.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-03",,"8","59",,,"30.9","38.0","23.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-04",,"18","58",,,"35.1","44.4","25.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-05",,"20","66",,"11.06","37.9","44.2","31.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-06",,"28","70",,"7.11","46.6","54.5","38.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-07",,,,,"1.85",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-08",,"32","81",,"2.43","55.3","63.7","47.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-09",,"31","82",,"2.24","53.4","61.6","45.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-10",,"24","64",,,"41.4","48.5","34.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-11",,"18","55",,"18.32","29.7","34.4","25.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2024-12",,"18","60",,"20.78","33.4","39.3","27.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2025-01",,"14",,,,,,"24.0"
